owner,name,fullName,numberOfStars,country,language
valeriansaliou,sonic,valeriansaliou/sonic,7197,fr,Rust
bpesquet,thejsway,bpesquet/thejsway,6698,fr,
jonobr1,two.js,jonobr1/two.js,6285,fr,JavaScript
Zizaco,entrust,Zizaco/entrust,6142,fr,PHP
benoitc,gunicorn,benoitc/gunicorn,6078,fr,Python
mgcrea,angular-strap,mgcrea/angular-strap,5957,fr,JavaScript
kefranabg,readme-md-generator,kefranabg/readme-md-generator,5813,fr,JavaScript
sdispater,poetry,sdispater/poetry,5804,fr,Python
ninenines,cowboy,ninenines/cowboy,5645,fr,Erlang
teh-cmc,go-internals,teh-cmc/go-internals,5597,fr,Go
yannickcr,eslint-plugin-react,yannickcr/eslint-plugin-react,5569,fr,JavaScript
MoOx,postcss-cssnext,MoOx/postcss-cssnext,5415,fr,JavaScript
dieulot,instantclick,dieulot/instantclick,5161,fr,JavaScript
aterrien,jQuery-Knob,aterrien/jQuery-Knob,5147,fr,JavaScript
vvo,gifify,vvo/gifify,5101,fr,JavaScript
julienXX,terminal-notifier,julienXX/terminal-notifier,5052,fr,Objective-C
ACRA,acra,ACRA/acra,5026,fr,Java
Cadene,pretrained-models.pytorch,Cadene/pretrained-models.pytorch,5015,fr,Python
smooth-code,svgr,smooth-code/svgr,5011,fr,JavaScript
traex,RippleEffect,traex/RippleEffect,4886,fr,Java
n1nj4sec,pupy,n1nj4sec/pupy,4859,fr,Python
algolia,places,algolia/places,4791,fr,JavaScript
shipitjs,shipit,shipitjs/shipit,4753,fr,JavaScript
fpillet,NSLogger,fpillet/NSLogger,4707,fr,Objective-C
Xfennec,progress,Xfennec/progress,4677,fr,C
ctjhoa,rust-learning,ctjhoa/rust-learning,4614,fr,
mledoze,countries,mledoze/countries,4493,fr,PHP
tomav,docker-mailserver,tomav/docker-mailserver,4430,fr,Shell
wallix,awless,wallix/awless,4364,fr,Go
JrCs,docker-letsencrypt-nginx-proxy-companion,JrCs/docker-letsencrypt-nginx-proxy-companion,4359,fr,Shell
wallabag,wallabag,wallabag/wallabag,4343,fr,PHP
sarcadass,granim.js,sarcadass/granim.js,4303,fr,JavaScript
castorflex,SmoothProgressBar,castorflex/SmoothProgressBar,4272,fr,Java
AliSoftware,OHHTTPStubs,AliSoftware/OHHTTPStubs,4241,fr,Objective-C
processone,ejabberd,processone/ejabberd,4204,fr,Erlang
cjdelisle,cjdns,cjdelisle/cjdns,4114,fr,Assembly
jedisct1,dnscrypt-proxy,jedisct1/dnscrypt-proxy,4111,fr,Go
InsertKoinIO,koin,InsertKoinIO/koin,4093,fr,Kotlin
caouecs,Laravel-lang,caouecs/Laravel-lang,4014,fr,PHP
Akryum,vue-apollo,Akryum/vue-apollo,4001,fr,JavaScript
marmelab,ng-admin,marmelab/ng-admin,3972,fr,JavaScript
rougier,numpy-100,rougier/numpy-100,3919,fr,Python
bblanchon,ArduinoJson,bblanchon/ArduinoJson,3907,fr,C++
JoanZapata,android-iconify,JoanZapata/android-iconify,3838,fr,Java
Swiip,generator-gulp-angular,Swiip/generator-gulp-angular,3836,fr,JavaScript
nojhan,liquidprompt,nojhan/liquidprompt,3789,fr,Shell
happypoulp,redux-tutorial,happypoulp/redux-tutorial,3781,fr,JavaScript
aurelhubert,ahbottomnavigation,aurelhubert/ahbottomnavigation,3685,fr,Java
xviniette,FlappyLearning,xviniette/FlappyLearning,3642,fr,JavaScript
x0rz,EQGRP,x0rz/EQGRP,3574,fr,Perl
Okazari,Rythm.js,Okazari/Rythm.js,3564,fr,JavaScript
krallin,tini,krallin/tini,3554,fr,C
fzaninotto,uptime,fzaninotto/uptime,3533,fr,JavaScript
angristan,openvpn-install,angristan/openvpn-install,3527,fr,Shell
sdispater,pendulum,sdispater/pendulum,3491,fr,Python
olivierlacan,keep-a-changelog,olivierlacan/keep-a-changelog,3489,fr,HTML
smalot,bootstrap-datetimepicker,smalot/bootstrap-datetimepicker,3469,fr,JavaScript
