owner,name,fullName,numberOfStars,country,language
GcsSloop,AndroidNote,GcsSloop/AndroidNote,5494,cn,Java
yuantiku,YTKNetwork,yuantiku/YTKNetwork,5490,cn,Objective-C
singwhatiwanna,dynamic-load-apk,singwhatiwanna/dynamic-load-apk,5440,cn,Java
springside,springside4,springside/springside4,5408,cn,Java
crazycodeboy,TakePhoto,crazycodeboy/TakePhoto,5403,cn,Java
QMUI,QMUI_Android,QMUI/QMUI_Android,5375,cn,Java
ityouknow,spring-boot-examples,ityouknow/spring-boot-examples,5374,cn,Java
meili,TeamTalk,meili/TeamTalk,5341,cn,Objective-C
ziahamza,webui-aria2,ziahamza/webui-aria2,5329,cn,JavaScript
rengwuxian,MaterialEditText,rengwuxian/MaterialEditText,5325,cn,Java
gsdios,SDAutoLayout,gsdios/SDAutoLayout,5322,cn,Objective-C
RubyLouvre,avalon,RubyLouvre/avalon,5302,cn,JavaScript
lzyzsd,JsBridge,lzyzsd/JsBridge,5302,cn,Java
Binaryify,NeteaseCloudMusicApi,Binaryify/NeteaseCloudMusicApi,5292,cn,JavaScript
ikew0ng,SwipeBackLayout,ikew0ng/SwipeBackLayout,5273,cn,Java
bailicangdu,react-pxq,bailicangdu/react-pxq,5222,cn,JavaScript
oldj,SwitchHosts,oldj/SwitchHosts,5212,cn,CSS
flyerhzm,bullet,flyerhzm/bullet,5209,cn,Ruby
Urinx,WeixinBot,Urinx/WeixinBot,5165,cn,Python
daimajia,AndroidImageSlider,daimajia/AndroidImageSlider,5139,cn,Java
levey,AwesomeMenu,levey/AwesomeMenu,5135,cn,Objective-C
Tencent,Tars,Tencent/Tars,5132,cn,C++
ybq,Android-SpinKit,ybq/Android-SpinKit,5129,cn,Java
daimajia,NumberProgressBar,daimajia/NumberProgressBar,5109,cn,Java
ksky521,nodeppt,ksky521/nodeppt,5051,cn,JavaScript
gsdios,SDCycleScrollView,gsdios/SDCycleScrollView,5037,cn,Objective-C
pagehelper,Mybatis-PageHelper,pagehelper/Mybatis-PageHelper,5034,cn,Java
ruanyf,jstutorial,ruanyf/jstutorial,5016,cn,CSS
xuxueli,xxl-job,xuxueli/xxl-job,5014,cn,Java
shwenzhang,AndResGuard,shwenzhang/AndResGuard,5004,cn,Java
pxb1988,dex2jar,pxb1988/dex2jar,4964,cn,Java
Unknwon,go-fundamental-programming,Unknwon/go-fundamental-programming,4957,cn,Go
b3log,solo,b3log/solo,4946,cn,Java
Qihoo360,RePlugin,Qihoo360/RePlugin,4914,cn,Java
lin-xin,vue-manage-system,lin-xin/vue-manage-system,4912,cn,Vue
Nightonke,BoomMenu,Nightonke/BoomMenu,4906,cn,Java
xirong,my-git,xirong/my-git,4900,cn,
0x5e,wechat-deleted-friends,0x5e/wechat-deleted-friends,4896,cn,Python
jobbole,awesome-programming-books,jobbole/awesome-programming-books,4882,cn,
hackware1993,MagicIndicator,hackware1993/MagicIndicator,4846,cn,Java
jobbole,awesome-javascript-cn,jobbole/awesome-javascript-cn,4811,cn,
programthink,zhao,programthink/zhao,4797,cn,Python
jackfrued,Python-100-Days,jackfrued/Python-100-Days,4779,cn,Python
tangqiaoboy,iOSBlogCN,tangqiaoboy/iOSBlogCN,4773,cn,Python
yixia,VitamioBundle,yixia/VitamioBundle,4761,cn,Java
Trinea,android-common,Trinea/android-common,4760,cn,Java
fengdu78,Coursera-ML-AndrewNg-Notes,fengdu78/Coursera-ML-AndrewNg-Notes,4755,cn,HTML
lionsoul2014,ip2region,lionsoul2014/ip2region,4739,cn,C
renzifeng,ZFPlayer,renzifeng/ZFPlayer,4722,cn,Objective-C
typecho,typecho,typecho/typecho,4712,cn,PHP
alibaba,anyproxy,alibaba/anyproxy,4693,cn,JavaScript
chenshuo,muduo,chenshuo/muduo,4691,cn,C++
alibaba,freeline,alibaba/freeline,4688,cn,Java
TonnyL,Awesome_APIs,TonnyL/Awesome_APIs,4661,cn,
hiloteam,Hilo,hiloteam/Hilo,4656,cn,JavaScript
yidao620c,python3-cookbook,yidao620c/python3-cookbook,4639,cn,Python
jokermonn,#NAME?,jokermonn/-Api,4628,cn,
asLody,VirtualApp,asLody/VirtualApp,4600,cn,Java
lifesinger,blog,lifesinger/blog,4598,cn,HTML
ChenYilong,CYLTabBarController,ChenYilong/CYLTabBarController,4594,cn,Objective-C
luin,ioredis,luin/ioredis,4590,cn,JavaScript
alibaba,rax,alibaba/rax,4559,cn,JavaScript
chai2010,advanced-go-programming-book,chai2010/advanced-go-programming-book,4553,cn,Go
detailyang,awesome-cheatsheet,detailyang/awesome-cheatsheet,4551,cn,Python
ChenYilong,iOS9AdaptationTips,ChenYilong/iOS9AdaptationTips,4551,cn,Objective-C
wangshub,Douyin-Bot,wangshub/Douyin-Bot,4533,cn,Python
weibocom,motan,weibocom/motan,4504,cn,Java
LuckSiege,PictureSelector,LuckSiege/PictureSelector,4487,cn,Java
lzyzsd,Awesome-RxJava,lzyzsd/Awesome-RxJava,4486,cn,
