owner,name,fullName,numberOfStars,location,country,languages,language,totalNumberOfCommits,ownerURL,languagesURL,contributorsURL
inversify,InversifyJS,inversify/InversifyJS,3033,Dublin,ie,"TypeScript,JavaScript",TypeScript,1134,https://api.github.com/users/inversify,https://api.github.com/repos/inversify/InversifyJS/languages,https://api.github.com/repos/inversify/InversifyJS/contributors
usablica,front-end-frameworks,usablica/front-end-frameworks,2708,Dublin,ie,,,236,https://api.github.com/users/usablica,https://api.github.com/repos/usablica/front-end-frameworks/languages,https://api.github.com/repos/usablica/front-end-frameworks/contributors
usablica,progress.js,usablica/progress.js,2318,Dublin,ie,"JavaScript,CSS",JavaScript,15,https://api.github.com/users/usablica,https://api.github.com/repos/usablica/progress.js/languages,https://api.github.com/repos/usablica/progress.js/contributors
satori,go.uuid,satori/go.uuid,2310,"Dublin, Ireland",ie,Go,Go,240,https://api.github.com/users/satori,https://api.github.com/repos/satori/go.uuid/languages,https://api.github.com/repos/satori/go.uuid/contributors
nsomar,OAStackView,nsomar/OAStackView,2198,"Dublin, Ireland",ie,"Objective-C,Ruby",Objective-C,235,https://api.github.com/users/nsomar,https://api.github.com/repos/nsomar/OAStackView/languages,https://api.github.com/repos/nsomar/OAStackView/contributors
scrapinghub,splash,scrapinghub/splash,1992,"Cork, Ireland",ie,"Python,Lua,JavaScript,Shell,Jupyter Notebook,CSS",Python,1934,https://api.github.com/users/scrapinghub,https://api.github.com/repos/scrapinghub/splash/languages,https://api.github.com/repos/scrapinghub/splash/contributors
mattdonnelly,Swifter,mattdonnelly/Swifter,1911,"Dublin, Ireland",ie,"Swift,Objective-C,Ruby",Swift,456,https://api.github.com/users/mattdonnelly,https://api.github.com/repos/mattdonnelly/Swifter/languages,https://api.github.com/repos/mattdonnelly/Swifter/contributors
vitaly-t,pg-promise,vitaly-t/pg-promise,1901,"Wicklow, Ireland",ie,"JavaScript,TypeScript,CSS,HTML,Batchfile",JavaScript,2115,https://api.github.com/users/vitaly-t,https://api.github.com/repos/vitaly-t/pg-promise/languages,https://api.github.com/repos/vitaly-t/pg-promise/contributors
DamnWidget,anaconda,DamnWidget/anaconda,1854,Dublin,ie,"Python,JavaScript,Smarty,Shell,CSS",Python,997,https://api.github.com/users/DamnWidget,https://api.github.com/repos/DamnWidget/anaconda/languages,https://api.github.com/repos/DamnWidget/anaconda/contributors
DKirwan,calendar-heatmap,DKirwan/calendar-heatmap,1760,"Galway, Ireland",ie,"JavaScript,HTML,CSS",JavaScript,87,https://api.github.com/users/DKirwan,https://api.github.com/repos/DKirwan/calendar-heatmap/languages,https://api.github.com/repos/DKirwan/calendar-heatmap/contributors
wheybags,freeablo,wheybags/freeablo,1734,"Dublin, Ireland",ie,"C++,CMake,C,Shell,GLSL",C++,1295,https://api.github.com/users/wheybags,https://api.github.com/repos/wheybags/freeablo/languages,https://api.github.com/repos/wheybags/freeablo/contributors
hidroh,materialistic,hidroh/materialistic,1638,"Dublin, Ireland",ie,"Java,Kotlin,JavaScript,IDL,Shell,HTML,Prolog",Java,1809,https://api.github.com/users/hidroh,https://api.github.com/repos/hidroh/materialistic/languages,https://api.github.com/repos/hidroh/materialistic/contributors
