owner,name,fullName,numberOfStars,country,language
froala,design-blocks,froala/design-blocks,10630,ro,HTML
mishoo,UglifyJS2,mishoo/UglifyJS2,9176,ro,JavaScript
esimov,caire,esimov/caire,8211,ro,Go
serbanghita,Mobile-Detect,serbanghita/Mobile-Detect,8092,ro,PHP
mishoo,UglifyJS,mishoo/UglifyJS,7932,ro,JavaScript
eugenp,tutorials,eugenp/tutorials,7653,ro,Java
andreis,interview,andreis/interview,7380,ro,
dracula,dracula-theme,dracula/dracula-theme,7364,ro,
IonicaBizau,git-stats,IonicaBizau/git-stats,4706,ro,HTML
petruisfan,node-supervisor,petruisfan/node-supervisor,3457,ro,JavaScript
alexandru,scala-best-practices,alexandru/scala-best-practices,3426,ro,
IonicaBizau,scrape-it,IonicaBizau/scrape-it,3098,ro,JavaScript
froala,wysiwyg-editor,froala/wysiwyg-editor,2593,ro,HTML
skidding,illustrated-algorithms,skidding/illustrated-algorithms,2471,ro,JavaScript
harababurel,gcsf,harababurel/gcsf,1822,ro,Rust
alexei,sprintf.js,alexei/sprintf.js,1683,ro,JavaScript
