owner,name,fullName,numberOfStars,location,country,languages,language,totalNumberOfCommits,ownerURL,languagesURL,contributorsURL
doxygen,doxygen,doxygen/doxygen,2057,Netherlands,nl,"C++,Lex,JavaScript,Smarty,CSS,Python,C,CMake,Tcl,TeX,PHP,Perl,Yacc,Makefile,HTML,Objective-C,Roff,Java,C#",C++,3485,https://api.github.com/users/doxygen,https://api.github.com/repos/doxygen/doxygen/languages,https://api.github.com/repos/doxygen/doxygen/contributors
Touchwonders,Transition,Touchwonders/Transition,2048,"Utrecht, the Netherlands",nl,"Swift,Objective-C,Ruby",Swift,60,https://api.github.com/users/Touchwonders,https://api.github.com/repos/Touchwonders/Transition/languages,https://api.github.com/repos/Touchwonders/Transition/contributors
felixhageloh,uebersicht,felixhageloh/uebersicht,2047,Amsterdam,nl,"Objective-C,JavaScript,CoffeeScript,C++,C,HTML,CSS,Makefile",Objective-C,526,https://api.github.com/users/felixhageloh,https://api.github.com/repos/felixhageloh/uebersicht/languages,https://api.github.com/repos/felixhageloh/uebersicht/contributors
dyve,django-bootstrap3,dyve/django-bootstrap3,2026,The Netherlands,nl,"Python,HTML",Python,796,https://api.github.com/users/dyve,https://api.github.com/repos/dyve/django-bootstrap3/languages,https://api.github.com/repos/dyve/django-bootstrap3/contributors
IonDen,ion.rangeSlider,IonDen/ion.rangeSlider,2012,"Amsterdam, Netherlands",nl,"JavaScript,CSS",JavaScript,290,https://api.github.com/users/IonDen,https://api.github.com/repos/IonDen/ion.rangeSlider/languages,https://api.github.com/repos/IonDen/ion.rangeSlider/contributors
robinvdvleuten,vuex-persistedstate,robinvdvleuten/vuex-persistedstate,2010,Netherlands,nl,JavaScript,JavaScript,215,https://api.github.com/users/robinvdvleuten,https://api.github.com/repos/robinvdvleuten/vuex-persistedstate/languages,https://api.github.com/repos/robinvdvleuten/vuex-persistedstate/contributors
tjerkw,Android-SlideExpandableListView,tjerkw/Android-SlideExpandableListView,1991,Amsterdam,nl,Java,Java,95,https://api.github.com/users/tjerkw,https://api.github.com/repos/tjerkw/Android-SlideExpandableListView/languages,https://api.github.com/repos/tjerkw/Android-SlideExpandableListView/contributors
konmik,nucleus,konmik/nucleus,1989,"Amsterdam, Netherlands",nl,Java,Java,288,https://api.github.com/users/konmik,https://api.github.com/repos/konmik/nucleus/languages,https://api.github.com/repos/konmik/nucleus/contributors
hilios,jQuery.countdown,hilios/jQuery.countdown,1974,"Amsterdam, Netherlands",nl,JavaScript,JavaScript,325,https://api.github.com/users/hilios,https://api.github.com/repos/hilios/jQuery.countdown/languages,https://api.github.com/repos/hilios/jQuery.countdown/contributors
erikdubbelboer,phpRedisAdmin,erikdubbelboer/phpRedisAdmin,1939,"Amsterdam, Netherlands",nl,"PHP,CSS,JavaScript,Dockerfile,Hack",PHP,253,https://api.github.com/users/erikdubbelboer,https://api.github.com/repos/erikdubbelboer/phpRedisAdmin/languages,https://api.github.com/repos/erikdubbelboer/phpRedisAdmin/contributors
