owner,name,fullName,numberOfStars,location,country,languages,language,totalNumberOfCommits,ownerURL,languagesURL,contributorsURL
olistic,warriorjs,olistic/warriorjs,8011,"Montevideo, Uruguay",uy,"JavaScript,CSS,HTML",JavaScript,419,https://api.github.com/users/olistic,https://api.github.com/repos/olistic/warriorjs/languages,https://api.github.com/repos/olistic/warriorjs/contributors
diegomura,react-pdf,diegomura/react-pdf,5051,"Montevideo, Uruguay",uy,JavaScript,JavaScript,444,https://api.github.com/users/diegomura,https://api.github.com/repos/diegomura/react-pdf/languages,https://api.github.com/repos/diegomura/react-pdf/contributors
omab,python-social-auth,omab/python-social-auth,2751,"Montevideo, Uruguay",uy,"Python,Makefile,Shell",Python,2073,https://api.github.com/users/omab,https://api.github.com/repos/omab/python-social-auth/languages,https://api.github.com/repos/omab/python-social-auth/contributors
omab,django-social-auth,omab/django-social-auth,2482,"Montevideo, Uruguay",uy,"Python,HTML,Makefile",Python,1713,https://api.github.com/users/omab,https://api.github.com/repos/omab/django-social-auth/languages,https://api.github.com/repos/omab/django-social-auth/contributors
