owner,name,fullName,numberOfStars,location,country,languages,language,totalNumberOfCommits,ownerURL,languagesURL,contributorsURL
NARKOZ,hacker-scripts,NARKOZ/hacker-scripts,31852,"Baku, Azerbaijan",az,"JavaScript,Python,Java,Perl,PowerShell,Ruby,Go,C#,R,PHP,Shell,Scala,Groovy,CoffeeScript",JavaScript,235,https://api.github.com/users/NARKOZ,https://api.github.com/repos/NARKOZ/hacker-scripts/languages,https://api.github.com/repos/NARKOZ/hacker-scripts/contributors
