owner,name,fullName,numberOfStars,country,language
worker8,TourGuide,worker8/TourGuide,2591,jp,Kotlin
rakshasa,rtorrent,rakshasa/rtorrent,2583,jp,C++
jrjohansson,scientific-python-lectures,jrjohansson/scientific-python-lectures,2579,jp,Jupyter Notebook
monochromegane,the_platinum_searcher,monochromegane/the_platinum_searcher,2556,jp,Go
nghialv,MaterialKit,nghialv/MaterialKit,2540,jp,Swift
esdoc,esdoc,esdoc/esdoc,2487,jp,JavaScript
shu223,AnimatedTransitionGallery,shu223/AnimatedTransitionGallery,2468,jp,Objective-C
randym,axlsx,randym/axlsx,2454,jp,Ruby
kitasuke,PagingMenuController,kitasuke/PagingMenuController,2423,jp,Swift
coobird,thumbnailator,coobird/thumbnailator,2408,jp,Java
konifar,android-material-design-icon-generator-plugin,konifar/android-material-design-icon-generator-plugin,2377,jp,Java
c-bata,go-prompt,c-bata/go-prompt,2364,jp,Go
franciscop,brownies,franciscop/brownies,2350,jp,JavaScript
knqyf263,pet,knqyf263/pet,2324,jp,Go
fvbock,endless,fvbock/endless,2295,jp,Go
miyakogi,pyppeteer,miyakogi/pyppeteer,2285,jp,Python
shaoanlu,faceswap-GAN,shaoanlu/faceswap-GAN,2277,jp,Jupyter Notebook
mizzy,serverspec,mizzy/serverspec,2269,jp,Ruby
JohnEstropia,CoreStore,JohnEstropia/CoreStore,2261,jp,Swift
sony,nnabla,sony/nnabla,2241,jp,Python
kazupon,vue-validator,kazupon/vue-validator,2228,jp,JavaScript
igreenwood,SimpleCropView,igreenwood/SimpleCropView,2225,jp,Java
yqritc,RecyclerView-FlexibleDivider,yqritc/RecyclerView-FlexibleDivider,2219,jp,Java
nemasu,asmttpd,nemasu/asmttpd,2212,jp,Assembly
entotsu,TKSubmitTransition,entotsu/TKSubmitTransition,2190,jp,Swift
TakuSemba,Spotlight,TakuSemba/Spotlight,2189,jp,Java
1000ch,grd,1000ch/grd,2172,jp,HTML
sorccu,cufon,sorccu/cufon,2124,jp,HTML
minikomi,Bootstrap-Form-Builder,minikomi/Bootstrap-Form-Builder,2099,jp,JavaScript
morishitter,stylefmt,morishitter/stylefmt,2091,jp,JavaScript
humiaozuzu,dot-vimrc,humiaozuzu/dot-vimrc,2089,jp,VimL
ra1028,DifferenceKit,ra1028/DifferenceKit,2082,jp,Swift
line,armeria,line/armeria,2075,jp,Java
