owner,name,fullName,numberOfStars,location,country,languages,language,totalNumberOfCommits,ownerURL,languagesURL,contributorsURL
jagenjo,webglstudio.js,jagenjo/webglstudio.js,2152,Barcelona,es,"JavaScript,CSS,HTML,PHP,Shell",JavaScript,454,https://api.github.com/users/jagenjo,https://api.github.com/repos/jagenjo/webglstudio.js/languages,https://api.github.com/repos/jagenjo/webglstudio.js/contributors
scambra,devise_invitable,scambra/devise_invitable,2104,"Zaragoza, Spain",es,"Ruby,HTML,Roff",Ruby,1059,https://api.github.com/users/scambra,https://api.github.com/repos/scambra/devise_invitable/languages,https://api.github.com/repos/scambra/devise_invitable/contributors
YabataDesign,afterglow-theme,YabataDesign/afterglow-theme,2048,Spain,es,,,81,https://api.github.com/users/YabataDesign,https://api.github.com/repos/YabataDesign/afterglow-theme/languages,https://api.github.com/repos/YabataDesign/afterglow-theme/contributors
VictorAlbertos,RxCache,VictorAlbertos/RxCache,2029,Alicante (Spain),es,Java,Java,329,https://api.github.com/users/VictorAlbertos,https://api.github.com/repos/VictorAlbertos/RxCache/languages,https://api.github.com/repos/VictorAlbertos/RxCache/contributors
polqf,FillableLoaders,polqf/FillableLoaders,1892,Barcelona,es,"Swift,Ruby",Swift,61,https://api.github.com/users/polqf,https://api.github.com/repos/polqf/FillableLoaders/languages,https://api.github.com/repos/polqf/FillableLoaders/contributors
tcorral,Design-Patterns-in-Javascript,tcorral/Design-Patterns-in-Javascript,1877,Barcelona,es,"JavaScript,HTML,CSS",JavaScript,57,https://api.github.com/users/tcorral,https://api.github.com/repos/tcorral/Design-Patterns-in-Javascript/languages,https://api.github.com/repos/tcorral/Design-Patterns-in-Javascript/contributors
inorichi,tachiyomi,inorichi/tachiyomi,1876,Spain,es,"Kotlin,Java,Shell",Kotlin,1528,https://api.github.com/users/inorichi,https://api.github.com/repos/inorichi/tachiyomi/languages,https://api.github.com/repos/inorichi/tachiyomi/contributors
Karumi,Rosie,Karumi/Rosie,1857,"Madrid, Spain",es,Java,Java,558,https://api.github.com/users/Karumi,https://api.github.com/repos/Karumi/Rosie/languages,https://api.github.com/repos/Karumi/Rosie/contributors
lmenezes,cerebro,lmenezes/cerebro,1852,"GijÌ_n, Spain",es,"JavaScript,Scala,HTML,CSS",JavaScript,419,https://api.github.com/users/lmenezes,https://api.github.com/repos/lmenezes/cerebro/languages,https://api.github.com/repos/lmenezes/cerebro/contributors
antoniolg,Kotlin-for-Android-Developers,antoniolg/Kotlin-for-Android-Developers,1833,Madrid (Spain),es,Kotlin,Kotlin,22,https://api.github.com/users/antoniolg,https://api.github.com/repos/antoniolg/Kotlin-for-Android-Developers/languages,https://api.github.com/repos/antoniolg/Kotlin-for-Android-Developers/contributors
etrepat,baum,etrepat/baum,1821,"Lleida, Spain",es,PHP,PHP,358,https://api.github.com/users/etrepat,https://api.github.com/repos/etrepat/baum/languages,https://api.github.com/repos/etrepat/baum/contributors
peers,peerjs-server,peers/peerjs-server,1805,"MÌÁlaga, Spain",es,JavaScript,JavaScript,241,https://api.github.com/users/peers,https://api.github.com/repos/peers/peerjs-server/languages,https://api.github.com/repos/peers/peerjs-server/contributors
cfenollosa,os-tutorial,cfenollosa/os-tutorial,1768,"Barcelona, Spain",es,"C,Assembly,Makefile,C++",C,237,https://api.github.com/users/cfenollosa,https://api.github.com/repos/cfenollosa/os-tutorial/languages,https://api.github.com/repos/cfenollosa/os-tutorial/contributors
icanzilb,SwiftSpinner,icanzilb/SwiftSpinner,1761,Barcelona,es,"Swift,Ruby,Objective-C",Swift,214,https://api.github.com/users/icanzilb,https://api.github.com/repos/icanzilb/SwiftSpinner/languages,https://api.github.com/repos/icanzilb/SwiftSpinner/contributors
LonamiWebs,Telethon,LonamiWebs/Telethon,1720,Spain,es,"Python,CSS,HTML,JavaScript,Batchfile,Makefile",Python,1780,https://api.github.com/users/LonamiWebs,https://api.github.com/repos/LonamiWebs/Telethon/languages,https://api.github.com/repos/LonamiWebs/Telethon/contributors
pilu,fresh,pilu/fresh,1681,Barcelona,es,Go,Go,38,https://api.github.com/users/pilu,https://api.github.com/repos/pilu/fresh/languages,https://api.github.com/repos/pilu/fresh/contributors
LionSec,katoolin,LionSec/katoolin,1672,Spain,es,Python,Python,58,https://api.github.com/users/LionSec,https://api.github.com/repos/LionSec/katoolin/languages,https://api.github.com/repos/LionSec/katoolin/contributors
torodb,stampede,torodb/stampede,1668,"Madrid, Spain",es,"Java,Shell",Java,1783,https://api.github.com/users/torodb,https://api.github.com/repos/torodb/stampede/languages,https://api.github.com/repos/torodb/stampede/contributors
fdzsergio,SFFocusViewLayout,fdzsergio/SFFocusViewLayout,1660,Madrid,es,"Swift,Objective-C,Ruby",Swift,52,https://api.github.com/users/fdzsergio,https://api.github.com/repos/fdzsergio/SFFocusViewLayout/languages,https://api.github.com/repos/fdzsergio/SFFocusViewLayout/contributors
vmg,sundown,vmg/sundown,1652,Madrid,es,C,C,329,https://api.github.com/users/vmg,https://api.github.com/repos/vmg/sundown/languages,https://api.github.com/repos/vmg/sundown/contributors
J7mbo,twitter-api-php,J7mbo/twitter-api-php,1636,"Mallorca, Spain",es,PHP,PHP,216,https://api.github.com/users/J7mbo,https://api.github.com/repos/J7mbo/twitter-api-php/languages,https://api.github.com/repos/J7mbo/twitter-api-php/contributors
dexafree,MaterialList,dexafree/MaterialList,1610,Spain,es,Java,Java,271,https://api.github.com/users/dexafree,https://api.github.com/repos/dexafree/MaterialList/languages,https://api.github.com/repos/dexafree/MaterialList/contributors
dmitry-zaets,redux-mock-store,dmitry-zaets/redux-mock-store,1601,"Barcelona, Spain",es,JavaScript,JavaScript,230,https://api.github.com/users/dmitry-zaets,https://api.github.com/repos/dmitry-zaets/redux-mock-store/languages,https://api.github.com/repos/dmitry-zaets/redux-mock-store/contributors
antoniolg,Bandhook-Kotlin,antoniolg/Bandhook-Kotlin,1593,Madrid (Spain),es,Kotlin,Kotlin,207,https://api.github.com/users/antoniolg,https://api.github.com/repos/antoniolg/Bandhook-Kotlin/languages,https://api.github.com/repos/antoniolg/Bandhook-Kotlin/contributors
