owner,name,fullName,numberOfStars,location,country,languages,language,totalNumberOfCommits,ownerURL,languagesURL,contributorsURL
fvbock,endless,fvbock/endless,1773,Tokyo,jp,"Go,Shell",Go,62,https://api.github.com/users/fvbock,https://api.github.com/repos/fvbock/endless/languages,https://api.github.com/repos/fvbock/endless/contributors
rallat,EffectiveAndroid,rallat/EffectiveAndroid,1761,Tokyo,jp,Java,Java,14,https://api.github.com/users/rallat,https://api.github.com/repos/rallat/EffectiveAndroid/languages,https://api.github.com/repos/rallat/EffectiveAndroid/contributors
entotsu,PullToBounce,entotsu/PullToBounce,1740,"Tokyo, Japan",jp,"Swift,Ruby",Swift,39,https://api.github.com/users/entotsu,https://api.github.com/repos/entotsu/PullToBounce/languages,https://api.github.com/repos/entotsu/PullToBounce/contributors
questbeat,QBImagePicker,questbeat/QBImagePicker,1722,"Osaka, Japan",jp,"Objective-C,Ruby",Objective-C,234,https://api.github.com/users/questbeat,https://api.github.com/repos/questbeat/QBImagePicker/languages,https://api.github.com/repos/questbeat/QBImagePicker/contributors
fnakstad,angular-client-side-auth,fnakstad/angular-client-side-auth,1716,Tokyo,jp,"JavaScript,CSS,Shell",JavaScript,309,https://api.github.com/users/fnakstad,https://api.github.com/repos/fnakstad/angular-client-side-auth/languages,https://api.github.com/repos/fnakstad/angular-client-side-auth/contributors
SiliconStudio,xenko,SiliconStudio/xenko,1712,Japan,jp,,,1,https://api.github.com/users/SiliconStudio,https://api.github.com/repos/SiliconStudio/xenko/languages,https://api.github.com/repos/SiliconStudio/xenko/contributors
yukiasai,Gecco,yukiasai/Gecco,1693,Japan,jp,"Swift,Ruby",Swift,83,https://api.github.com/users/yukiasai,https://api.github.com/repos/yukiasai/Gecco/languages,https://api.github.com/repos/yukiasai/Gecco/contributors
c-bata,go-prompt,c-bata/go-prompt,1689,Tokyo,jp,"Go,Makefile",Go,369,https://api.github.com/users/c-bata,https://api.github.com/repos/c-bata/go-prompt/languages,https://api.github.com/repos/c-bata/go-prompt/contributors
remirobert,Dotzu,remirobert/Dotzu,1673,"Tokyo, Japan",jp,"Swift,Ruby,Objective-C",Swift,208,https://api.github.com/users/remirobert,https://api.github.com/repos/remirobert/Dotzu/languages,https://api.github.com/repos/remirobert/Dotzu/contributors
recruit-mp,RMPZoomTransitionAnimator,recruit-mp/RMPZoomTransitionAnimator,1661,"Tokyo, Japan",jp,"Objective-C,Shell,Ruby",Objective-C,50,https://api.github.com/users/recruit-mp,https://api.github.com/repos/recruit-mp/RMPZoomTransitionAnimator/languages,https://api.github.com/repos/recruit-mp/RMPZoomTransitionAnimator/contributors
kjur,jsrsasign,kjur/jsrsasign,1654,"Tokyo, Japan",jp,"HTML,JavaScript,CSS,Makefile",HTML,384,https://api.github.com/users/kjur,https://api.github.com/repos/kjur/jsrsasign/languages,https://api.github.com/repos/kjur/jsrsasign/contributors
suzuki-0000,SKPhotoBrowser,suzuki-0000/SKPhotoBrowser,1648,"Tokyo, Japan",jp,"Swift,Ruby,Objective-C",Swift,676,https://api.github.com/users/suzuki-0000,https://api.github.com/repos/suzuki-0000/SKPhotoBrowser/languages,https://api.github.com/repos/suzuki-0000/SKPhotoBrowser/contributors
tid-kijyun,Kanna,tid-kijyun/Kanna,1643,Japan,jp,"Swift,HTML,Objective-C,Ruby",Swift,352,https://api.github.com/users/tid-kijyun,https://api.github.com/repos/tid-kijyun/Kanna/languages,https://api.github.com/repos/tid-kijyun/Kanna/contributors
yuku,jquery-textcomplete,yuku/jquery-textcomplete,1636,"Tokyo, Japan",jp,JavaScript,JavaScript,530,https://api.github.com/users/yuku,https://api.github.com/repos/yuku/jquery-textcomplete/languages,https://api.github.com/repos/yuku/jquery-textcomplete/contributors
Kintaro,wtftw,Kintaro/wtftw,1625,"Tokyo, Japan",jp,"Rust,Nix,Makefile",Rust,443,https://api.github.com/users/Kintaro,https://api.github.com/repos/Kintaro/wtftw/languages,https://api.github.com/repos/Kintaro/wtftw/contributors
ctgk,PRML,ctgk/PRML,1605,Japan,jp,"Jupyter Notebook,Python",Jupyter Notebook,372,https://api.github.com/users/ctgk,https://api.github.com/repos/ctgk/PRML/languages,https://api.github.com/repos/ctgk/PRML/contributors
TakuSemba,Spotlight,TakuSemba/Spotlight,1591,"Tokyo, Japan",jp,Java,Java,233,https://api.github.com/users/TakuSemba,https://api.github.com/repos/TakuSemba/Spotlight/languages,https://api.github.com/repos/TakuSemba/Spotlight/contributors
coobird,thumbnailator,coobird/thumbnailator,1590,"Tokyo, Japan",jp,Java,Java,604,https://api.github.com/users/coobird,https://api.github.com/repos/coobird/thumbnailator/languages,https://api.github.com/repos/coobird/thumbnailator/contributors
