owner,name,fullName,numberOfStars,location,country,languages,language,totalNumberOfCommits,ownerURL,languagesURL,contributorsURL
rexxars,react-markdown,rexxars/react-markdown,2489,"Oslo, Norway",no,JavaScript,JavaScript,336,https://api.github.com/users/rexxars,https://api.github.com/repos/rexxars/react-markdown/languages,https://api.github.com/repos/rexxars/react-markdown/contributors
eirslett,frontend-maven-plugin,eirslett/frontend-maven-plugin,2473,Oslo,no,"Java,Groovy,JavaScript,Batchfile,Shell",Java,639,https://api.github.com/users/eirslett,https://api.github.com/repos/eirslett/frontend-maven-plugin/languages,https://api.github.com/repos/eirslett/frontend-maven-plugin/contributors
3lvis,Sync,3lvis/Sync,2237,"Oslo, Norway",no,"Swift,Objective-C,Ruby",Swift,1773,https://api.github.com/users/3lvis,https://api.github.com/repos/3lvis/Sync/languages,https://api.github.com/repos/3lvis/Sync/contributors
raphw,byte-buddy,raphw/byte-buddy,2230,"Oslo, Norway",no,Java,Java,4504,https://api.github.com/users/raphw,https://api.github.com/repos/raphw/byte-buddy/languages,https://api.github.com/repos/raphw/byte-buddy/contributors
kimjoar,writings,kimjoar/writings,2063,"Oslo, Norway",no,,,292,https://api.github.com/users/kimjoar,https://api.github.com/repos/kimjoar/writings/languages,https://api.github.com/repos/kimjoar/writings/contributors
somebee,imba,somebee/imba,2043,"Oslo, Norway",no,"JavaScript,CSS,HTML,CoffeeScript",JavaScript,1027,https://api.github.com/users/somebee,https://api.github.com/repos/somebee/imba/languages,https://api.github.com/repos/somebee/imba/contributors
prasmussen,chrome-cli,prasmussen/chrome-cli,1892,"Norway, Sandnes",no,Objective-C,Objective-C,43,https://api.github.com/users/prasmussen,https://api.github.com/repos/prasmussen/chrome-cli/languages,https://api.github.com/repos/prasmussen/chrome-cli/contributors
tipsy,javalin,tipsy/javalin,1794,"Trondheim, Norway",no,"Kotlin,Java,HTML,CSS,JavaScript,FreeMarker",Kotlin,741,https://api.github.com/users/tipsy,https://api.github.com/repos/tipsy/javalin/languages,https://api.github.com/repos/tipsy/javalin/contributors
edvin,tornadofx,edvin/tornadofx,1756,"TÌünsberg, Norway",no,"Kotlin,CSS,Java",Kotlin,2679,https://api.github.com/users/edvin,https://api.github.com/repos/edvin/tornadofx/languages,https://api.github.com/repos/edvin/tornadofx/contributors
3lvis,Form,3lvis/Form,1650,"Oslo, Norway",no,"Objective-C,Swift,Ruby",Objective-C,2773,https://api.github.com/users/3lvis,https://api.github.com/repos/3lvis/Form/languages,https://api.github.com/repos/3lvis/Form/contributors
oyvindeh,ucss,oyvindeh/ucss,1633,"Oslo, Norway",no,"JavaScript,CSS,HTML",JavaScript,446,https://api.github.com/users/oyvindeh,https://api.github.com/repos/oyvindeh/ucss/languages,https://api.github.com/repos/oyvindeh/ucss/contributors
mifi,lossless-cut,mifi/lossless-cut,1597,"Oslo, Norway",no,"JavaScript,Shell,CSS,HTML",JavaScript,231,https://api.github.com/users/mifi,https://api.github.com/repos/mifi/lossless-cut/languages,https://api.github.com/repos/mifi/lossless-cut/contributors
