owner,name,fullName,numberOfStars,location,country,languages,language,totalNumberOfCommits,ownerURL,languagesURL,contributorsURL
marijnh,Eloquent-JavaScript,marijnh/Eloquent-JavaScript,1986,Berlin,de,"JavaScript,HTML,CSS,TeX,Makefile,Shell",JavaScript,1289,https://api.github.com/users/marijnh,https://api.github.com/repos/marijnh/Eloquent-JavaScript/languages,https://api.github.com/repos/marijnh/Eloquent-JavaScript/contributors
krausest,js-framework-benchmark,krausest/js-framework-benchmark,1980,Germany,de,"JavaScript,HTML,TypeScript,Rust,PureScript,Vue,Haskell,Elm,Clojure,Scala,CSS,Nix,Shell",JavaScript,1698,https://api.github.com/users/krausest,https://api.github.com/repos/krausest/js-framework-benchmark/languages,https://api.github.com/repos/krausest/js-framework-benchmark/contributors
cloudhead,node-static,cloudhead/node-static,1966,Berlin,de,JavaScript,JavaScript,323,https://api.github.com/users/cloudhead,https://api.github.com/repos/cloudhead/node-static/languages,https://api.github.com/repos/cloudhead/node-static/contributors
pkyeck,socket.IO-objc,pkyeck/socket.IO-objc,1965,Berlin,de,Objective-C,Objective-C,258,https://api.github.com/users/pkyeck,https://api.github.com/repos/pkyeck/socket.IO-objc/languages,https://api.github.com/repos/pkyeck/socket.IO-objc/contributors
stefanesser,dumpdecrypted,stefanesser/dumpdecrypted,1963,"Cologne, Germany",de,C,C,10,https://api.github.com/users/stefanesser,https://api.github.com/repos/stefanesser/dumpdecrypted/languages,https://api.github.com/repos/stefanesser/dumpdecrypted/contributors
sockeqwe,AdapterDelegates,sockeqwe/AdapterDelegates,1959,Munich,de,"Java,Shell",Java,210,https://api.github.com/users/sockeqwe,https://api.github.com/repos/sockeqwe/AdapterDelegates/languages,https://api.github.com/repos/sockeqwe/AdapterDelegates/contributors
EugenMayer,docker-sync,EugenMayer/docker-sync,1955,Germany,de,"Ruby,Shell,HTML",Ruby,758,https://api.github.com/users/EugenMayer,https://api.github.com/repos/EugenMayer/docker-sync/languages,https://api.github.com/repos/EugenMayer/docker-sync/contributors
uxebu,bonsai,uxebu/bonsai,1952,Munich,de,"JavaScript,CSS,PHP,Ruby",JavaScript,907,https://api.github.com/users/uxebu,https://api.github.com/repos/uxebu/bonsai/languages,https://api.github.com/repos/uxebu/bonsai/contributors
ole,whats-new-in-swift-4,ole/whats-new-in-swift-4,1945,Berlin,de,Swift,Swift,67,https://api.github.com/users/ole,https://api.github.com/repos/ole/whats-new-in-swift-4/languages,https://api.github.com/repos/ole/whats-new-in-swift-4/contributors
omz,AppSales-Mobile,omz/AppSales-Mobile,1935,"Berlin, Germany",de,"Objective-C,C,C++,HTML",Objective-C,652,https://api.github.com/users/omz,https://api.github.com/repos/omz/AppSales-Mobile/languages,https://api.github.com/repos/omz/AppSales-Mobile/contributors
bitshadow,iconate,bitshadow/iconate,1918,"Hamburg, Germany",de,"JavaScript,CSS",JavaScript,65,https://api.github.com/users/bitshadow,https://api.github.com/repos/bitshadow/iconate/languages,https://api.github.com/repos/bitshadow/iconate/contributors
aalhour,C-Sharp-Algorithms,aalhour/C-Sharp-Algorithms,1910,"Munich, Germany",de,C#,C#,716,https://api.github.com/users/aalhour,https://api.github.com/repos/aalhour/C-Sharp-Algorithms/languages,https://api.github.com/repos/aalhour/C-Sharp-Algorithms/contributors
andreberg,Meslo-Font,andreberg/Meslo-Font,1904,"Erlangen, Germany",de,,,10,https://api.github.com/users/andreberg,https://api.github.com/repos/andreberg/Meslo-Font/languages,https://api.github.com/repos/andreberg/Meslo-Font/contributors
peerigon,updtr,peerigon/updtr,1900,"Augsburg, Germany ",de,JavaScript,JavaScript,258,https://api.github.com/users/peerigon,https://api.github.com/repos/peerigon/updtr/languages,https://api.github.com/repos/peerigon/updtr/contributors
cure53,H5SC,cure53/H5SC,1898,Berlin,de,"JavaScript,PHP,HTML,CSS,XSLT,Visual Basic",JavaScript,88,https://api.github.com/users/cure53,https://api.github.com/repos/cure53/H5SC/languages,https://api.github.com/repos/cure53/H5SC/contributors
kabouzeid,Phonograph,kabouzeid/Phonograph,1872,"Aachen, Germany",de,"Java,HTML,Ruby",Java,1560,https://api.github.com/users/kabouzeid,https://api.github.com/repos/kabouzeid/Phonograph/languages,https://api.github.com/repos/kabouzeid/Phonograph/contributors
nfnt,resize,nfnt/resize,1870,"Hamburg, Germany",de,Go,Go,247,https://api.github.com/users/nfnt,https://api.github.com/repos/nfnt/resize/languages,https://api.github.com/repos/nfnt/resize/contributors
