owner,name,fullName,numberOfStars,country,language
vinta,android-floating-action-button,vinta/android-floating-action-button,48856,tw,Python
ChenTsuLin,vue-router,ChenTsuLin/vue-router,8605,tw,JavaScript
eliangcs,caire,eliangcs/caire,7029,tw,
ChenTsuLin,FillableLoaders,ChenTsuLin/FillableLoaders,6884,tw,
leolin310148,Android-FilePicker,leolin310148/Android-FilePicker,4639,tw,Java
uranusjr,nanobar,uranusjr/nanobar,4084,tw,Objective-C
crazyguitar,golden-layout,crazyguitar/golden-layout,3820,tw,
hackmdio,solidity,hackmdio/solidity,3337,tw,CSS
xxhomey19,better-exceptions,xxhomey19/better-exceptions,2941,tw,
tzutalin,vim-galore,tzutalin/vim-galore,2818,tw,Python
chiahsien,rails-erd,chiahsien/rails-erd,2703,tw,Objective-C
lnishan,assertj-android,lnishan/assertj-android,2683,tw,
jhen0409,touchstonejs,jhen0409/touchstonejs,2612,tw,JavaScript
kdchang,onionshare,kdchang/onionshare,2597,tw,
appleboy,curriculum,appleboy/curriculum,2434,tw,Go
hothero,CorsixTH,hothero/CorsixTH,2331,tw,Ruby
gsklee,phpstan,gsklee/phpstan,2216,tw,JavaScript
Yoctol,javaee7-samples,Yoctol/javaee7-samples,2216,tw,JavaScript
wkh237,viewfinder,wkh237/viewfinder,2089,tw,
FuYaoDe,flatbuffers,FuYaoDe/flatbuffers,2028,tw,
AllenFang,json-tutorial,AllenFang/json-tutorial,1994,tw,JavaScript
WeiChiaChang,DDComponentForAndroid,WeiChiaChang/DDComponentForAndroid,1957,tw,JavaScript
muan,ws,muan/ws,1871,tw,JavaScript
muan,WebGazer,muan/WebGazer,1844,tw,CSS
bhnddowinf,AssemblyScript,bhnddowinf/AssemblyScript,1816,tw,
lanpa,js,lanpa/js,1690,tw,
doggy8088,lost,doggy8088/lost,1525,tw,
eternnoir,react-native-fbsdk,eternnoir/react-native-fbsdk,1493,tw,Python
oney,MotionBlur,oney/MotionBlur,1445,tw,Objective-C
PkmX,PHP-Vars-To-Js-Transformer,PkmX/PHP-Vars-To-Js-Transformer,1421,tw,Scala
topjohnwu,ReLinker,topjohnwu/ReLinker,1341,tw,C
smallcorgi,DynamicColor,smallcorgi/DynamicColor,1318,tw,
