owner,name,fullName,numberOfStars,country,language
Microsoft,tauCharts,Microsoft/tauCharts,2674,us,C++
joelgrus,undertow,joelgrus/undertow,2673,us,Python
sproutcore,alexa-skills-kit-sdk-for-nodejs,sproutcore/alexa-skills-kit-sdk-for-nodejs,2672,us,JavaScript
vasanthk,db-readings,vasanthk/db-readings,2666,us,JavaScript
norvig,source-han-sans,norvig/source-han-sans,2664,us,Common Lisp
heynickc,xssor2,heynickc/xssor2,2658,us,
airbnb,SwiftHN,airbnb/SwiftHN,2658,us,JavaScript
NebulousLabs,toml,NebulousLabs/toml,2657,us,Go
henryboldi,ToggleButton,henryboldi/ToggleButton,2657,us,JavaScript
jaredpalmer,sds,jaredpalmer/sds,2656,us,TypeScript
tidwall,basscss,tidwall/basscss,2655,us,Go
hashicorp,titan,hashicorp/titan,2655,us,Go
citusdata,Minecraft-Overviewer,citusdata/Minecraft-Overviewer,2636,us,C
loopj,bullet,loopj/bullet,2635,us,JavaScript
FormidableLabs,AndroidPicker,FormidableLabs/AndroidPicker,2635,us,JavaScript
rmosolgo,netty-socketio,rmosolgo/netty-socketio,2633,us,Ruby
balanced,http-proxy-middleware,balanced/http-proxy-middleware,2632,us,JavaScript
airbnb,slick,airbnb/slick,2631,us,Java
aspnet,samples,aspnet/samples,2631,us,C#
bshaffer,adapter,bshaffer/adapter,2629,us,PHP
stdlib,vuvuzela,stdlib/vuvuzela,2625,us,JavaScript
psaravan,Android-ReactiveLocation,psaravan/Android-ReactiveLocation,2624,us,Java
jpetazzo,lantern,jpetazzo/lantern,2623,us,Shell
tombenner,forum,tombenner/forum,2623,us,Objective-C
jonmiles,musicbox,jonmiles/musicbox,2618,us,JavaScript
willowtreeapps,botman,willowtreeapps/botman,2617,us,Java
postrank-labs,schematic,postrank-labs/schematic,2608,us,Ruby
Microsoft,scipy-lecture-notes,Microsoft/scipy-lecture-notes,2607,us,
scalessec,gpu.js,scalessec/gpu.js,2606,us,Objective-C
christabor,Ratchet,christabor/Ratchet,2604,us,HTML
srobbin,jquery-match-height,srobbin/jquery-match-height,2603,us,JavaScript
mapbox,bips,mapbox/bips,2602,us,C++
aspnet,MuseScore,aspnet/MuseScore,2602,us,C#
curran,kivy,curran/kivy,2601,us,JavaScript
zardus,python-for-android,zardus/python-for-android,2600,us,Shell
aehlke,async-http-client,aehlke/async-http-client,2599,us,JavaScript
facebook,openvpn-install,facebook/openvpn-install,2599,us,Objective-C
palmerhq,roncoo-pay,palmerhq/roncoo-pay,2599,us,JavaScript
linkedin,govalidator,linkedin/govalidator,2598,us,Objective-C
nlf,he,nlf/he,2593,us,Go
munificent,twit,munificent/twit,2592,us,C
kennethreitz,weixin-java-tools,kennethreitz/weixin-java-tools,2590,us,Python
davatron5000,tmallfe.github.io,davatron5000/tmallfe.github.io,2589,us,JavaScript
airbnb,tokio,airbnb/tokio,2588,us,JavaScript
Clef,platform_frameworks_base,Clef/platform_frameworks_base,2588,us,
Hacker0x01,gitextensions,Hacker0x01/gitextensions,2584,us,JavaScript
kennethreitz,dockerode,kennethreitz/dockerode,2583,us,
kevin-wayne,localForage,kevin-wayne/localForage,2581,us,Java
facebook,vue-admin,facebook/vue-admin,2581,us,Java
jdan,pyzmq,jdan/pyzmq,2578,us,JavaScript
royrusso,FileKit,royrusso/FileKit,2575,us,JavaScript
zhxnlai,RandomKit,zhxnlai/RandomKit,2575,us,Objective-C
Newmu,cash,Newmu/cash,2572,us,Python
mmccaff,clumsy,mmccaff/clumsy,2565,us,
10up,howto-make-more-money,10up/howto-make-more-money,2565,us,HTML
russross,TrueCraft,russross/TrueCraft,2558,us,Go
dariusk,joy,dariusk/joy,2553,us,JavaScript
GoesToEleven,condom,GoesToEleven/condom,2551,us,Go
larrynatalicio,dat,larrynatalicio/dat,2551,us,
carllerche,es6tutorial,carllerche/es6tutorial,2548,us,Rust
wayneeseguin,awesome-electron,wayneeseguin/awesome-electron,2544,us,Shell
mattt,xo,mattt/xo,2543,us,Objective-C
tpope,np,tpope/np,2542,us,VimL
danvk,speed-test,danvk/speed-test,2542,us,JavaScript
officert,got,officert/got,2538,us,JavaScript
walmik,chalk,walmik/chalk,2536,us,JavaScript
Microsoft,promise-fun,Microsoft/promise-fun,2536,us,C#
Netflix,editorconfig-sublime,Netflix/editorconfig-sublime,2534,us,Python
soffes,pyrocms,soffes/pyrocms,2527,us,Objective-C
addyosmani,jsnes,addyosmani/jsnes,2527,us,
xmartlabs,whalebrew,xmartlabs/whalebrew,2525,us,Swift
Inferis,Android-Dev-Favorites,Inferis/Android-Dev-Favorites,2523,us,Objective-C
requery,functional-programming-jargon,requery/functional-programming-jargon,2523,us,Java
carols10cents,VideoCore,carols10cents/VideoCore,2522,us,Rust
OfficeDev,jquery.nicescroll,OfficeDev/jquery.nicescroll,2514,us,TypeScript
twitter,gcalcli,twitter/gcalcli,2513,us,R
jostmey,todomvc,jostmey/todomvc,2513,us,
KrauseFx,the-super-tiny-compiler,KrauseFx/the-super-tiny-compiler,2509,us,Objective-C
afollestad,Charts,afollestad/Charts,2505,us,Java
cknadler,Mybatis-PageHelper,cknadler/Mybatis-PageHelper,2504,us,Shell
swannodette,logstash,swannodette/logstash,2501,us,Clojure
sampsyo,node-fibers,sampsyo/node-fibers,2500,us,Python
mojombo,dddsample-core,mojombo/dddsample-core,2499,us,
521dimensions,happypack,521dimensions/happypack,2496,us,JavaScript
marcobambini,geopy,marcobambini/geopy,2496,us,
jaredpalmer,pyro,jaredpalmer/pyro,2489,us,JavaScript
vuejs,react-vis,vuejs/react-vis,2488,us,Vue
NarrativeScience,image-diff,NarrativeScience/image-diff,2488,us,CoffeeScript
Ramotion,UITableView-FDTemplateLayoutCell,Ramotion/UITableView-FDTemplateLayoutCell,2486,us,Swift
HIPS,PRMLT,HIPS/PRMLT,2482,us,Python
Ramotion,sandstorm,Ramotion/sandstorm,2481,us,
mscdex,capnproto,mscdex/capnproto,2480,us,JavaScript
fogleman,composer,fogleman/composer,2478,us,Python
aws,satis,aws/satis,2478,us,Go
gliderlabs,dingdang-robot,gliderlabs/dingdang-robot,2475,us,Go
dabeaz,broccoli,dabeaz/broccoli,2471,us,Python
Netflix,spectre-meltdown-checker,Netflix/spectre-meltdown-checker,2468,us,Ruby
ParsePlatform,graphql-playground,ParsePlatform/graphql-playground,2466,us,Objective-C
mobileplayer,bitcoinjs-lib,mobileplayer/bitcoinjs-lib,2463,us,Swift
rschmukler,rpi-update,rschmukler/rpi-update,2462,us,JavaScript
seiyria,spring-boot-admin,seiyria/spring-boot-admin,2459,us,JavaScript
RPISEC,PersonalShare,RPISEC/PersonalShare,2458,us,C
dropbox,360Controller,dropbox/360Controller,2457,us,C++
mihaip,mame,mihaip/mame,2456,us,Java
goktugyil,domain_analyzer,goktugyil/domain_analyzer,2455,us,Swift
willowtreeapps,MySQL,willowtreeapps/MySQL,2454,us,Swift
palantir,Flat-Plat,palantir/Flat-Plat,2452,us,TypeScript
Microsoft,pilosa,Microsoft/pilosa,2449,us,
dabbott,APIJSON,dabbott/APIJSON,2445,us,
Marak,slim,Marak/slim,2442,us,JavaScript
mitchellh,libimobiledevice,mitchellh/libimobiledevice,2440,us,Go
remind101,XcodeGhost,remind101/XcodeGhost,2438,us,Go
cloudera,elastic-job,cloudera/elastic-job,2434,us,Python
Blizzard,easy-mock,Blizzard/easy-mock,2431,us,Protocol Buffer
paulirish,Reinforcement-learning-with-tensorflow,paulirish/Reinforcement-learning-with-tensorflow,2430,us,VimL
facebook,HTY360Player,facebook/HTY360Player,2429,us,Java
gorakhargosh,minetest,gorakhargosh/minetest,2429,us,Python
samyk,spec,samyk/spec,2429,us,Eagle
nelhage,omim,nelhage/omim,2425,us,C
mperham,parity,mperham/parity,2425,us,Ruby
mde,NotificationBanner,mde/NotificationBanner,2423,us,JavaScript
swaggerhub-config,angular-ui-tree,swaggerhub-config/angular-ui-tree,2417,us,JavaScript
zzmp,blog,zzmp/blog,2412,us,JavaScript
chef,modular-admin-html,chef/modular-admin-html,2410,us,Ruby
mher,librosa,mher/librosa,2409,us,Python
markmarkoh,flarum,markmarkoh/flarum,2409,us,JavaScript
mdaines,DynamicCocoa,mdaines/DynamicCocoa,2407,us,JavaScript
chrisboulton,NorthKoreaDNSLeak,chrisboulton/NorthKoreaDNSLeak,2407,us,PHP
Netflix,eqcss,Netflix/eqcss,2406,us,C
BYVoid,Hearthstone-Deck-Tracker,BYVoid/Hearthstone-Deck-Tracker,2406,us,C++
mozilla,TinyCrayon-iOS-SDK,mozilla/TinyCrayon-iOS-SDK,2404,us,JavaScript
liuzhuang13,noflo,liuzhuang13/noflo,2404,us,
benvanik,computer-science-and-engineering,benvanik/computer-science-and-engineering,2403,us,C++
tpn,carrierwave,tpn/carrierwave,2399,us,HTML
mattdiamond,react-slick,mattdiamond/react-slick,2398,us,JavaScript
Microsoft,Screenshot-to-code-in-Keras,Microsoft/Screenshot-to-code-in-Keras,2395,us,C++
mchristopher,smart-contract-best-practices,mchristopher/smart-contract-best-practices,2394,us,
linkedin,anbox,linkedin/anbox,2394,us,
antlr,audio-router,antlr/audio-router,2394,us,ANTLR
chrisvfritz,data-science-blogs,chrisvfritz/data-science-blogs,2392,us,
kpdecker,jquery-steps,kpdecker/jquery-steps,2390,us,JavaScript
Yelp,stickyfill,Yelp/stickyfill,2385,us,Python
paularmstrong,Gecco,paularmstrong/Gecco,2384,us,JavaScript
mapbox,haven,mapbox/haven,2383,us,PLpgSQL
NYTimes,better-scroll,NYTimes/better-scroll,2381,us,Objective-C
kentcdodds,react-router-tutorial,kentcdodds/react-router-tutorial,2378,us,JavaScript
twitter,react-rails,twitter/react-rails,2378,us,Java
sstephenson,react-tutorial,sstephenson/react-tutorial,2378,us,Shell
antimatter15,react-docgen,antimatter15/react-docgen,2374,us,C++
cjcenizal,React.NET,cjcenizal/React.NET,2373,us,CSS
Netflix,rest-assured,Netflix/rest-assured,2372,us,Ruby
TedGoas,Github-Dark,TedGoas/Github-Dark,2371,us,HTML
ded,Hack,ded/Hack,2371,us,JavaScript
minoca,codeface,minoca/codeface,2371,us,
