owner,name,fullName,numberOfStars,country,language
umpirsky,country-list,umpirsky/country-list,1596,rs,HTML
dvLden,Vidage,dvLden/Vidage,1356,rs,
oblac,jodd,oblac/jodd,1342,rs,Java
srdja,Collections-C,srdja/Collections-C,1272,rs,C
toorshia,justgage,toorshia/justgage,762,rs,JavaScript
